"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Visitor Trend","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Ghost ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2020-02-20T23:00:00.000Z","229.33","0.51","0.48","4,699,100","56.83","230.63","226.65","222.67","38.75","226.69","226.69","226.69","","-10.59","227.32","0.98","0.79","19.02","-35,250.84","0.12","0.26","58.02","1.29","227.31","0.05","3.09","0.02","100.00","86.40","38,072,600.00","228.64","90.57","230.97","83.79","74.67","83.79","74.67","32.80","19.82","231.40","228.06","224.72","3.24","","","104.80","91.39","","87.59","56.83","57.15","0","-0.07","0.07","1.68","1.11","1.06","59.31","-59.31","53.18","0.12","55.00","79.37","1.44","0.43","1.00","233.00","223.00","417,866.44","2.18","0.60","0.78","102.23","100.64","225.72","230.32","219.82","236.22","215.22","240.82","209.32","222.75","62,619,800.00","117.04","109.76","238.03","226.69","215.36","1.47","226.65","226.69","213.07","226.69","53.41","4.90","227.29","25.73","0.66","0.60","0.43","0.16","223.00","0.20","0.25","225.85","228.64","-78,944.89","-105,635.73","26,690.84","240.71","227.82","214.93","46.28","227.60","226.36","225.65","220.19","183.18","8.45","230.08","3.09","238.71","227.34","215.97","228.72","228.34","227.98","227.82","227.69","227.54","226.89","226.60","226.27","225.90","225.50","224.68","0.74","0.51","-0.15","0","228.84","225.27","2.43","-0.66","1,000,403.48","0.47","0.08","12.99","8.97","230.08","225.60","221.11","0.87","9.27","","","1.95","103.08","60.27","","29.41","0.30","-10.04","-0.03","-5.49","-5.50","3.51","230.63","226.65","222.67","83.70","-0.04","0.44","2.57","221.76","236.91","221.75","21.43","28.57","7.14","226.47","226.98","226.83","19.33","18.30","13.49","4,367.35","38.75"
"2020-02-23T23:00:00.000Z","221.69","-3.33","-3.36","7,932,400","39.01","230.91","226.39","221.87","31.11","226.70","226.70","226.70","","-85.52","227.16","0.85","0.82","125.03","324,347.25","0.10","0.24","47.06","1.38","227.14","-0.02","9.06","0.02","53.07","79.73","30,140,200.00","226.64","-930.59","230.97","58.97","71.86","58.97","71.86","-3.89","15.51","230.94","227.04","223.14","3.91","","","64.43","97.78","","68.54","39.01","52.20","0","-0.02","0.03","0.49","0.10","3.17","35.67","-35.67","-75.87","0.33","55.00","77.76","0.11","0.33","1.00","227.00","211.00","153,603.02","-0.80","0.07","-1.62","98.82","100.62","225.72","230.32","219.82","236.22","215.22","240.82","209.32","230.08","54,687,400.00","117.04","109.80","238.03","226.70","215.36","-5.59","226.39","226.70","213.13","226.70","48.86","-1.78","227.11","25.89","0.46","0.07","0.36","-0.29","223.00","-0.09","0.03","227.89","226.64","-250,063.45","-126,268.26","-123,795.19","242.83","226.70","210.57","52.54","225.17","225.94","225.65","220.19","182.83","17.90","230.08","3.67","238.69","227.32","215.96","225.20","226.12","226.58","226.70","226.77","226.81","226.56","226.33","226.04","225.71","225.35","224.58","0.74","0.32","-0.23","0","228.84","225.27","-2.85","-6.52","-7,800,158.62","0.18","0.47","-4.59","8.97","230.08","225.60","221.11","-2.43","2.88","","","0.95","-180.82","53.71","","-38.71","-2.23","-0.32","-0.02","-5.51","-5.50","4.00","230.91","226.39","221.87","-1.98","0.01","-0.28","3.04","221.76","233.19","210.19","-78.57","21.43","100.00","226.57","226.90","227.13","15.21","30.18","14.89","3,436.75","31.11"
"2020-02-24T23:00:00.000Z","218.05","-1.64","-1.67","8,558,600","33.60","231.75","226.17","220.60","25.92","226.61","226.61","226.61","","-90.32","226.70","0.77","0.90","134.96","652,340.66","0.14","0.30","42.74","1.83","226.70","-0.08","6.48","0","29.40","69.67","21,581,600.00","223.97","-421.39","230.97","37.86","60.21","37.86","60.21","-40.16","5.39","229.50","225.30","221.09","6.08","","","56.77","112.39","","46.38","33.60","45.16","-0.01","0","-0.01","-1.46","0.33","1.55","71.20","-71.20","-70.40","-0.17","55.00","74.86","-2.20","0","-1.00","227.00","211.00","13,076.61","-3.12","-0.63","-2.26","97.20","100.60","225.72","230.32","219.82","236.22","215.22","240.82","209.32","230.07","46,128,800.00","117.04","109.85","237.94","226.61","215.28","-8.26","226.17","226.61","213.18","226.61","38.10","-7.03","226.69","26.23","0.76","-0.63","0.16","-0.79","220.27","-0.42","0.31","229.88","223.97","-418,549.88","-168,022.78","-250,527.11","242.89","225.13","207.37","46.43","223.42","224.18","226.24","221.71","175.95","19.07","230.08","6.48","238.38","227.03","215.68","221.63","223.43","224.69","225.13","225.43","225.72","226.01","225.87","225.65","225.38","225.07","224.36","0.87","0.15","-0.57","1.00","230.07","225.27","-2.30","-8.78","-11,136,321.50","-0.29","0.18","-21.06","9.81","230.08","225.18","220.27","-3.82","0.72","","","-0.55","-252.78","44.84","","-53.27","-2.72","15.31","-0.09","-5.52","-5.51","4.93","231.75","226.17","220.60","-22.85","0","-1.37","3.28","230.21","231.14","204.96","-85.71","14.29","100.00","226.67","226.83","227.40","13.07","33.56","16.96","3,015.36","25.92"
"2020-02-25T23:00:00.000Z","216.06","-0.91","-0.94","6,901,700","31.07","232.84","225.77","218.70","21.35","226.41","226.41","226.41","","-99.15","225.92","0.75","1.03","105.38","769,707.11","0.13","0.32","35.34","2.41","225.95","-0.15","4.69","-0.02","18.82","59.50","14,679,900.00","221.51","-217.23","230.34","8.34","35.05","8.34","35.05","-65.69","-7.54","226.99","222.66","218.33","8.07","","","55.92","123.99","","28.98","31.07","37.85","-0.05","-0.01","-0.04","-2.57","0.60","1.31","79.79","-79.79","-58.98","-0.61","50.00","70.51","-5.88","-0.70","-1.00","223.00","211.00","-49,910.87","-5.51","-1.33","-2.47","97.20","100.58","225.72","230.32","219.82","236.22","215.22","240.82","209.32","229.54","39,227,100.00","115.98","109.90","237.73","226.41","215.09","-9.31","225.77","226.41","213.21","226.41","30.16","-12.59","226.01","26.44","0.68","-1.33","-0.13","-1.19","216.76","-0.66","0.44","230.79","221.51","-535,375.82","-220,501.78","-314,874.03","241.81","223.48","205.15","39.33","223.01","223.54","227.42","223.81","179.73","19.00","230.08","4.69","237.63","226.32","215.00","218.84","220.97","222.77","223.48","223.99","224.51","225.37","225.32","225.18","224.98","224.71","224.09","0.98","0.33","-0.61","0","230.07","225.27","-3.56","-8.25","-11,507,478.55","-0.80","-0.29","-36.97","13.32","230.08","223.42","216.76","-4.32","1.14","","","-2.50","-248.56","43.51","","-58.96","-2.52","22.94","-0.16","-5.54","-5.52","6.26","232.84","225.77","218.70","-18.70","-0.12","-3.14","3.38","227.09","229.35","202.77","-92.86","7.14","100.00","226.68","227.01","227.62","11.77","31.97","19.05","2,798.12","21.35"
"2020-02-26T23:00:00.000Z","207.67","-3.88","-3.91","10,941,800","23.14","235.53","224.93","214.33","12.96","226.06","226.06","226.06","","-98.29","224.47","0.61","1.14","290.86","1,175,176.47","0.14","0.43","27.91","3.49","224.55","-0.24","8.78","-0.05","11.80","49.96","3,738,100.00","217.38","-1,182.51","224.93","4.08","16.76","4.08","16.76","-82.18","-21.11","223.36","218.56","213.76","12.05","","","44.12","138.22","","17.12","23.14","29.97","-0.14","-0.04","-0.10","-5.59","0","2.85","70.08","-70.08","-60.58","-1.30","45.00","61.75","-13.38","-2.04","-1.00","223.00","199.00","-474,800.70","-9.56","-2.53","-3.61","93.43","100.56","225.72","230.32","219.82","236.22","215.22","240.82","209.32","228.72","28,285,300.00","115.98","109.94","237.36","226.06","214.75","-16.08","224.93","226.06","213.23","226.06","22.46","-21.94","224.69","26.77","0.65","-2.53","-0.61","-1.92","215.94","-1.06","0.50","232.17","217.38","-727,073.02","-292,869.10","-434,203.91","241.49","220.61","199.72","33.38","218.68","218.83","227.90","223.81","178.34","24.76","230.08","7.10","236.09","224.85","213.61","213.26","216.54","219.41","220.61","221.48","222.41","224.22","224.34","224.33","224.22","224.05","223.55","1.00","0.54","-0.68","0","230.07","225.27","-7.45","-14.55","-22,978,080.95","-1.30","-0.80","-77.81","14.14","230.08","223.01","215.94","-7.39","-5.36","","","-5.66","-311.81","31.12","","-70.36","-4.68","23.58","-0.23","-5.57","-5.54","9.42","235.53","224.93","214.33","-31.42","-0.17","-6.20","3.77","225.34","223.57","191.77","-100.00","0","100.00","226.65","227.20","226.52","9.81","43.06","22.18","1,615.62","12.96"
"2020-02-27T23:00:00.000Z","206.34","-0.64","-0.67","15,147,200","22.18","237.09","223.85","210.62","11.63","225.65","225.65","225.65","","-78.08","222.84","0.57","1.24","425.43","1,814,933.08","0.14","0.55","34.62","4.39","222.87","-0.11","7.99","-0.09","5.25","41.02","-11,409,100.00","213.23","-39.34","218.57","8.16","6.86","8.16","6.86","-74.00","-30.72","219.14","213.96","208.79","15.00","0.59","1.08","33.59","115.94","14,288,455.00","9.62","22.18","23.52","-0.20","-0.10","-0.10","-5.87","0","2.20","79.30","-79.30","-46.21","-0.80","40.00","52.07","-21.63","-4.28","1.00","211.00","199.00","-571,809.43","-9.25","-3.55","-3.25","92.83","100.53","225.72","230.32","219.82","236.22","215.22","240.82","209.32","227.01","13,138,100.00","115.98","109.98","236.93","225.65","214.37","-15.66","223.85","225.65","213.24","225.65","19.29","-21.04","222.94","27.09","0.45","-3.55","-1.20","-2.35","207.28","-1.46","0.62","233.74","213.23","-989,992.87","-392,458.21","-597,534.66","240.80","218.01","195.22","32.67","214.88","214.88","228.33","223.81","185.24","24.68","230.07","6.76","233.73","222.60","211.47","209.80","213.14","216.51","218.01","219.15","220.40","223.07","223.34","223.45","223.45","223.35","222.99","1.18","0.73","-2.15","0","230.07","225.27","-13.17","-19.93","-22,573,469.92","-1.78","-1.30","-94.56","22.80","230.08","218.68","207.28","-7.37","-4.29","","","-8.54","-280.23","23.74","3.14","-73.81","-3.34","27.26","-0.09","-5.60","-5.57","11.82","237.09","223.85","210.62","-16.18","-0.10","-10.56","4.07","217.76","223.85","188.83","-35.71","64.29","100.00","226.63","227.36","225.22","8.44","50.36","25.69","1,576.28","11.63"
"2020-03-01T23:00:00.000Z","217.63","5.47","5.44","10,395,800","43.67","237.02","223.51","210.01","24.83","225.46","225.46","225.46","","-40.93","221.97","0.73","1.01","253.05","1,916,454.83","0.13","0.46","47.36","4.59","221.94","-0.02","14.37","-0.12","3.13","33.44","-1,013,300.00","212.53","1,415.89","218.57","27.56","13.27","27.56","13.27","-42.40","-32.85","219.22","213.15","207.08","15.01","","","53.94","91.00","","5.07","43.67","37.64","-0.14","-0.14","0.01","-3.31","2.39","1.61","55.51","-55.51","13.11","0.30","45.00","47.76","-25.15","-7.05","1.00","223.00","199.00","-2,997.41","-4.17","-3.41","-0.71","92.83","100.50","212.03","224.39","193.99","242.43","181.63","254.79","163.59","224.27","23,533,900.00","122.32","110.05","236.73","225.46","214.19","-3.55","223.51","225.46","213.31","225.46","29.50","-9.48","221.88","27.57","1.38","-3.41","-1.64","-1.77","199.68","-1.47","0.62","233.08","212.53","-679,664.92","-433,487.74","-246,177.18","245.64","217.94","190.25","51.41","214.88","214.88","228.38","223.81","185.25","38.72","230.07","14.37","231.12","220.11","209.11","213.71","214.64","216.76","217.94","218.91","220.05","222.72","223.02","223.17","223.19","223.13","222.81","1.29","0.05","-2.88","0","230.07","225.27","-0.53","-14.90","-2,581,735.53","-1.66","-1.78","-2.43","30.40","230.08","214.88","199.68","-2.00","10.81","","","-9.17","-120.73","30.86","","-23.45","2.34","38.03","0.02","-5.59","-5.58","12.08","237.02","223.51","210.01","28.21","-0.05","-12.19","4.81","217.09","240.26","195.00","-35.71","57.14","92.86","226.76","226.70","223.83","25.00","39.60","25.47","2,992.17","24.83"
"2020-03-02T23:00:00.000Z","208.81","-4.05","-4.08","10,716,100","35.44","237.73","222.78","207.83","15.49","225.14","225.14","225.14","","-69.96","220.75","0.77","1.02","267.44","1,999,705.71","0.12","0.41","42.50","5.17","220.76","-0.07","11.95","-0.15","0","26.75","-11,729,400.00","209.87","-826.31","218.57","37.01","24.24","37.01","24.24","-35.90","-33.40","218.01","211.30","204.60","16.14","","","48.30","101.21","","2.54","35.44","31.20","-0.06","-0.14","0.08","-3.84","1.17","1.22","35.98","-35.98","-19.03","-0.57","45.00","39.62","-32.17","-10.80","-1.00","223.00","199.00","-437,294.51","-8.15","-3.96","-1.70","89.07","100.45","212.03","224.39","193.99","242.43","181.63","254.79","163.59","221.81","12,817,800.00","122.32","110.12","236.39","225.14","213.88","-10.90","222.78","225.14","213.33","225.14","23.94","-18.52","220.76","28.03","1.12","-3.96","-2.11","-1.86","199.68","-1.67","0.70","233.29","209.87","-848,530.59","-492,779.58","-355,751.02","247.18","216.28","185.38","44.29","214.88","214.88","228.35","223.81","191.01","42.45","230.07","11.95","228.36","217.49","206.61","211.26","212.69","214.99","216.28","217.36","218.65","221.82","222.23","222.47","222.57","222.57","222.35","1.29","1.02","-4.64","-1.00","230.07","199.68","0.32","-11.63","-15,715,213.38","-1.42","-1.66","-3.22","30.40","230.08","214.88","199.68","-5.41","3.79","","","-11.08","-126.12","36.20","","-45.07","-0.51","45.76","-0.01","-5.60","-5.59","13.42","237.73","222.78","207.83","3.26","-0.04","-13.31","5.32","205.34","234.08","183.54","-35.71","50.00","85.71","226.89","225.87","221.23","20.99","33.25","25.26","2,165.86","15.49"
"2020-03-03T23:00:00.000Z","217.86","4.33","4.31","7,408,700","46.57","237.48","222.42","207.36","24.54","224.99","224.99","224.99","","-40.18","219.91","0.82","1.02","95.73","1,778,303.92","0.17","0.36","51.27","5.33","219.86","-0.01","9.53","-0.17","0","21.40","-4,320,700.00","210.09","812.76","218.57","49.64","38.07","49.64","38.07","-19.35","-30.85","218.75","211.66","204.58","15.76","","","73.09","86.83","","1.27","46.57","41.00","-0.02","-0.10","0.08","-2.36","1.02","0.93","18.18","-18.18","23.32","-0.08","45.00","34.46","-36.59","-15.05","1.00","223.00","199.00","-116,195.15","-4.21","-3.63","-0.30","89.07","100.41","212.03","224.39","193.99","242.43","181.63","254.79","163.59","219.60","20,226,500.00","127.62","110.21","236.24","224.99","213.74","-1.11","222.42","224.99","213.41","224.99","26.57","-9.58","219.76","28.40","1.23","-3.63","-2.41","-1.22","199.68","-1.53","0.62","231.57","210.09","-611,940.24","-509,802.53","-102,137.71","249.15","216.57","183.99","51.31","214.88","214.88","226.36","223.81","193.84","48.29","230.07","9.08","225.98","215.22","204.46","214.56","214.42","215.63","216.57","217.44","218.55","221.57","221.99","222.24","222.36","222.38","222.21","1.29","2.10","-7.32","1.00","218.80","199.68","0.51","-8.57","-3,891,788.95","-1.14","-1.42","10.75","30.40","230.08","214.88","199.68","-1.00","15.72","","","-11.21","-72.36","39.68","","-19.34","3.57","29.16","0.07","-5.57","-5.58","13.54","237.48","222.42","207.36","34.85","0.01","-13.80","5.62","205.34","243.80","191.92","-35.71","42.86","78.57","227.02","224.92","217.60","18.69","29.22","25.03","2,978.62","24.54"
"2020-03-04T23:00:00.000Z","208.96","-4.09","-4.11","8,112,700","39.38","237.29","221.44","205.58","15.64","224.64","224.64","224.64","","-69.46","218.68","0.77","1.01","185.81","1,640,734.96","0.15","0.34","48.69","5.83","218.64","-0.05","10.85","-0.20","0","17.12","-12,433,400.00","208.15","-1,033.68","218.57","40.13","42.26","40.13","42.26","-20.78","-29.02","219.47","211.92","204.37","16.30","","","50.85","89.43","","0.63","39.38","35.94","-0.02","-0.05","0.03","-3.11","0.60","1.19","9.48","-9.48","-15.11","-0.58","40.00","25.39","-44.35","-20.14","-1.00","223.00","199.00","-447,614.32","-7.73","-4.04","-1.26","85.43","100.35","212.03","224.39","193.99","242.43","181.63","254.79","163.59","218.34","12,113,800.00","127.62","110.30","235.87","224.64","213.41","-8.52","221.44","224.64","213.44","224.64","25.31","-17.51","218.55","28.63","0.71","-4.04","-2.74","-1.30","199.68","-1.64","0.66","231.12","208.15","-728,188.73","-541,000.56","-187,188.17","249.93","215.19","180.44","46.33","211.81","214.88","226.36","223.81","188.77","51.34","230.07","5.74","224.10","213.43","202.75","211.76","212.60","214.15","215.19","216.13","217.35","220.75","221.27","221.60","221.78","221.86","221.77","1.29","3.48","-6.76","0","218.80","199.68","-3.81","-9.55","-13,650,530.60","-1.03","-1.14","-5.38","30.40","230.08","214.88","199.68","-4.50","8.85","","","-12.65","-111.31","43.62","","-33.37","0.39","16.44","0.02","-5.56","-5.57","14.32","237.29","221.44","205.58","10.65","-0.03","-13.47","5.99","205.34","236.22","181.70","-35.71","35.71","71.43","226.64","223.16","216.40","16.27","28.12","25.15","1,944.94","15.64"
"2020-03-05T23:00:00.000Z","205.98","-1.43","-1.45","9,443,500","37.30","236.99","220.25","203.52","12.66","224.25","224.25","224.25","","-79.27","217.17","0.72","1.04","276.81","1,620,415.85","0.13","0.34","50.96","6.42","217.12","-0.04","6.61","-0.22","0","13.70","-21,876,900.00","205.99","-257.97","218.57","37.03","42.27","37.03","42.27","-27.05","-28.66","219.47","211.85","204.23","16.90","","","41.67","83.74","","0.32","37.30","32.47","-0.03","-0.03","0","-3.95","0.32","1.11","34.40","-34.40","-35.26","0.25","35.00","15.11","-53.09","-26.05","1.00","211.00","199.00","-582,289.53","-9.18","-4.55","-1.48","84.21","100.29","212.03","224.39","193.99","242.43","181.63","254.79","163.59","218.34","2,670,300.00","127.62","110.38","235.46","224.25","213.04","-9.57","220.25","224.25","213.45","224.25","23.84","-20.82","217.02","28.52","0.54","-4.55","-3.10","-1.45","199.68","-1.74","0.69","230.41","205.99","-860,911.00","-586,702.05","-274,208.95","248.09","213.51","178.94","48.66","211.46","214.88","226.36","223.81","192.94","50.84","230.07","5.06","222.92","212.31","201.69","208.87","210.39","212.33","213.51","214.57","215.93","219.80","220.42","220.83","221.09","221.23","221.25","1.29","5.48","-5.09","0","218.80","199.68","-7.64","-12.70","-15,720,702.48","-1.13","-1.03","-22.58","30.40","230.08","214.88","199.68","-5.22","8.39","","","-14.18","-131.13","45.54","","-27.86","0","10.15","0.04","-5.54","-5.56","15.20","236.99","220.25","203.52","7.36","-0.01","-12.38","6.04","205.34","231.75","180.21","-35.71","28.57","64.29","226.13","220.65","215.55","15.00","31.44","25.88","1,686.97","12.66"
"2020-03-08T23:00:00.000Z","193.13","-6.24","-6.27","13,950,500","29.96","238.68","218.54","198.41","-0.19","223.60","223.60","223.60","","-97.70","214.87","0.67","1.05","342.45","1,945,562.81","0.37","0.38","47.20","7.68","214.85","-0.13","13.72","-0.26","0","10.96","-35,827,400.00","201.12","-1,704.15","218.57","17.86","31.67","17.86","31.67","-46.92","-31.98","215.25","206.95","198.65","20.11","","","24.44","99.20","","0.16","29.96","28.54","-0.03","-0.02","0","-7.72","0","2.29","51.28","-51.28","-64.06","0.47","35.00","1.50","-64.47","-32.97","-1.00","199.00","191.00","-1,452,586.65","-14.83","-5.92","-2.57","78.96","100.20","212.03","224.39","193.99","242.43","181.63","254.79","163.59","216.47","-11,280,200.00","127.62","110.47","234.78","223.60","212.42","-19.50","218.54","223.60","213.40","223.60","21.97","-33.64","214.81","28.39","0.45","-5.92","-3.66","-2.26","199.68","-2.12","0.73","230.85","201.12","-1,076,401.53","-656,659.12","-419,742.41","247.78","209.81","171.83","47.66","206.44","211.17","226.36","223.81","188.57","56.15","230.07","6.22","221.70","211.14","200.58","201.00","204.64","208.07","209.81","211.27","213.08","218.08","218.90","219.48","219.88","220.13","220.33","1.29","6.01","-4.31","0","218.80","199.68","-13.44","-19.66","-39,084,001.73","-1.43","-1.13","-52.84","30.39","230.07","214.88","199.68","-10.14","-2.20","","","-17.45","-185.91","41.38","","-37.99","-4.14","9.20","-0.03","-5.56","-5.55","18.43","238.68","218.54","198.41","-13.11","-0.05","-14.60","6.58","205.34","221.98","164.28","-78.57","21.43","100.00","225.52","219.52","215.20","12.77","37.70","27.56","-17.18","-0.19"
