"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Visitor Trend","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌P Rel‌ (SPY)","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌Perf Idx‌ (120,SPY)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Ghost ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Beta‌ (20,SPY)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2023-01-02T23:00:00.000Z","89.70","1.09","0.89","20,738,500","43.91","98.71","91.75","84.79","-54.50","94.03","94.03","94.03","89.25","-75.20","90.23","0.79","1.01","-24.26","-2,043,547.01","0.06","0.39","48.65","9.16","90.26","-0.07","2.82","-0.31","0","2.80","-767,564,800.00","87.14","116.52","95.20","20.53","14.07","20.53","14.07","-42.99","-61.93","91.91","88.35","84.80","5.01","","70.72","125.29","","10.65","43.91","39.53","-0.02","-0.13","0.11","-6.79","2.35","1.04","32.22","-32.22","32.35","0.35","35.00","-210.12","-59.77","-43.29","-1.00","97.00","89.00","-15,965,338.03","0.24","-4.13","-2.08","-0.17","53.62","","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.90","86.37","-565,124,600.00","115.31","","98.73","94.03","89.33","0.46","91.75","94.03","109.88","94.03","33.66","-3.86","90.32","24.44","0.12","-2.08","-1.92","-0.16","86.37","-0.46","0.56","93.63","87.14","-233,410.01","-924,612.27","691,202.26","102.71","89.54","76.36","30.85","88.96","94.48","95.78","96.41","95.46","26.96","99.80","2.53","93.13","88.69","84.26","89.10","88.96","89.22","89.54","89.89","90.42","92.43","92.97","93.50","94.01","94.52","95.55","0.98","2.63","-2.48","0","99.80","86.37","1.48","-1.05","-1,586,197.05","-1.45","-2.48","-0.55","15.38","101.75","94.06","86.37","-0.50","0.40","","","-13.41","-38.48","41.37","","4.71","2.86","2.62","-0.22","-5.51","-5.52","15.17","98.71","91.75","84.79","35.27","1.25","-0.03","-6.02","2.71","95.06","97.28","82.12","-71.43","7.14","78.57","94.88","92.26","89.77","26.64","27.33","14.48","-6,189.80","-54.50"
"2023-01-03T23:00:00.000Z","88.71","-1.10","-1.30","27,046,500","41.80","97.18","91.19","85.21","-57.03","93.78","93.78","93.78","","-78.43","89.69","0.70","1.14","-22.25","-1,435,552.57","0.06","0.39","46.61","9.23","89.71","-0.09","3.44","-0.32","0","2.24","-794,611,300.00","87.58","-118.87","95.20","21.31","18.11","21.31","18.11","-30.23","-56.16","92.12","88.51","84.90","3.92","","73.30","125.76","","27.66","41.80","38.22","0.05","-0.06","0.12","-6.76","1.26","1.33","28.71","-28.71","2.64","-0.01","35.00","-211.50","-60.65","-47.64","-1.00","97.00","83.00","-16,263,843.91","0.23","-7.45","-2.02","-0.34","53.03","","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.88","86.47","-592,171,100.00","115.31","","98.46","93.78","89.09","-0.33","91.19","93.78","109.64","93.78","23.34","-7.14","89.74","24.62","0.13","-2.02","-1.94","-0.08","86.37","-0.32","0.42","92.02","87.58","-650,672.73","-885,478.05","234,805.32","102.97","89.39","75.81","28.01","88.96","94.48","95.84","94.83","94.86","25.89","99.80","3.44","92.97","88.54","84.11","88.91","88.88","89.11","89.39","89.71","90.21","92.19","92.74","93.26","93.78","94.30","95.32","0.98","2.71","-2.34","0","99.80","86.37","1.36","-2.08","-5,184,737.07","-0.71","-1.45","-5.51","15.38","101.75","94.06","86.37","-1.04","-0.76","","","-12.39","-50.68","46.71","","-7.55","1.27","-1.25","-0.22","-5.51","-5.51","13.13","97.18","91.19","85.21","29.27","1.26","-0.05","-5.63","2.77","95.06","96.83","80.59","-71.43","0","71.43","94.50","91.79","89.45","24.27","28.05","13.96","-6,308.67","-57.03"
"2023-01-04T23:00:00.000Z","86.77","-2.19","-2.39","23,136,100","37.96","96.24","90.66","85.09","-58.97","93.45","93.45","93.45","","-94.78","89.09","0.68","1.15","-12.54","-1,254,784.81","0.05","0.39","39.92","9.18","89.11","-0.13","2.15","-0.32","0","1.79","-817,747,400.00","87.65","-274.94","95.20","17.19","19.68","17.19","19.68","-37.65","-52.80","92.13","88.57","85.01","2.66","","70.58","125.92","","35.94","37.96","36.75","0.06","0","0.06","-7.01","0.31","1.36","32.72","-32.72","-45.70","-0.08","35.00","-217.03","-65.02","-51.85","1.00","89.00","83.00","-16,769,808.19","0.23","-8.96","-2.11","-0.86","53.03","","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.87","91.55","-615,307,200.00","112.79","","98.12","93.45","88.78","-1.93","90.66","93.45","109.39","93.45","23.75","-8.54","89.16","24.73","0.07","-2.11","-1.97","-0.13","86.37","-0.21","0.41","90.62","87.65","-944,918.99","-893,969.61","-50,949.38","102.21","88.91","75.62","29.19","88.96","94.48","95.84","94.83","95.00","27.57","97.22","1.65","92.86","88.44","84.02","87.84","88.17","88.59","88.91","89.26","89.78","91.84","92.40","92.95","93.48","94.00","95.04","0.90","2.76","-2.10","1.00","91.55","86.37","-1.22","-2.87","-10,856,073.27","-0.69","-0.71","-4.82","13.84","100.21","93.29","86.37","-2.54","-2.98","","","-11.86","-96.34","58.73","","-25.78","-1.02","-7.54","-0.22","-5.51","-5.51","12.31","96.24","90.66","85.09","15.10","1.21","-0.10","-5.31","2.72","95.06","94.56","78.98","-64.29","0","64.29","94.01","91.25","89.15","22.90","29.72","13.89","-6,583.61","-58.97"
"2023-01-05T23:00:00.000Z","88.16","1.60","1.40","26,612,600","42.07","95.60","90.32","85.04","-56.38","93.12","93.12","93.12","","-58.09","88.80","0.77","1.09","-5.96","-821,530.47","0.08","0.41","48.60","8.81","88.79","-0.08","2.90","-0.33","0","1.43","-791,134,800.00","87.74","77.23","94.99","22.90","20.47","22.90","20.47","-33.65","-49.32","91.99","88.41","84.84","2.39","","75.91","117.54","","29.81","42.07","38.98","0.02","0.04","-0.02","-6.98","0.89","1.43","40.48","-40.48","-5.30","-0.26","40.00","-220.89","-67.98","-55.59","1.00","89.00","83.00","-16,343,489.16","0.23","-3.33","-2.04","-0.25","53.88","","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.87","91.45","-588,694,600.00","112.79","","97.77","93.12","88.46","-0.45","90.32","93.12","109.13","93.12","32.06","-3.04","88.78","24.57","0.11","-2.04","-1.98","-0.05","86.37","-0.17","0.31","90.05","87.74","-144,470.91","-786,898.37","642,427.46","102.19","88.78","75.36","33.44","88.56","94.08","95.70","94.27","94.95","28.72","94.03","2.90","92.84","88.42","84.00","88.00","88.17","88.49","88.78","89.09","89.57","91.61","92.17","92.71","93.24","93.77","94.82","0.77","2.75","-1.49","0","91.55","86.37","-0.78","-3.68","-4,020,676.98","-0.96","-0.69","-2.06","13.43","99.80","93.09","86.37","-0.73","-2.12","","","-10.30","-86.40","64.73","","-0.78","0.48","-6.93","-0.13","-5.50","-5.51","11.69","95.60","90.32","85.04","29.59","1.11","-0.03","-5.19","2.73","95.06","96.13","80.19","-100.00","0","100.00","93.61","90.86","89.38","21.17","30.06","14.14","-6,506.38","-56.38"
"2023-01-08T23:00:00.000Z","88.80","0.73","0.53","22,996,700","43.91","95.10","90.06","85.01","-55.74","93.00","93.00","93.00","","-45.99","88.68","0.87","0.95","-52.57","-761,171.88","0.05","0.41","48.94","8.36","88.69","-0.10","2.67","-0.33","1.71","1.49","-768,138,100.00","88.03","64.49","94.99","33.71","24.60","33.71","24.60","-22.04","-44.36","91.99","88.43","84.86","2.11","","69.29","157.79","","64.90","43.91","41.23","-0.01","0.03","-0.04","-6.82","1.81","0.54","27.51","-27.51","13.78","-0.14","45.00","-220.93","-67.68","-58.82","-1.00","97.00","83.00","-16,176,544.14","0.23","-2.27","-1.91","0.05","53.88","72.74","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.88","91.21","-565,697,900.00","113.61","110.37","97.65","93.00","88.35","0.26","90.06","93.00","108.89","93.00","42.68","-2.06","88.70","24.51","0.10","-1.91","-1.97","0.06","85.57","-0.10","0.14","89.40","88.03","506,094.69","-602,185.08","1,108,279.76","102.19","88.78","75.37","35.39","88.56","94.08","96.10","94.27","97.10","26.93","91.75","2.25","92.86","88.44","84.02","88.40","88.38","88.56","88.78","89.05","89.48","91.42","91.98","92.52","93.05","93.58","94.62","0.69","2.72","-1.09","0","91.55","86.37","1.64","-0.61","-1,343,741.13","-0.63","-0.96","0.16","14.23","99.80","92.69","85.57","0.15","-2.21","","","-8.78","-24.73","67.00","","-8.42","0.87","-0.59","-0.12","-5.50","-5.51","11.20","95.10","90.06","85.01","37.53","1.15","-0.03","-4.58","2.73","95.06","96.78","80.82","-92.86","0","92.86","93.22","90.50","89.40","25.86","27.96","13.41","-6,441.89","-55.74"
"2023-01-09T23:00:00.000Z","89.24","0.50","0.30","22,855,600","45.20","94.72","89.87","85.01","-53.20","92.93","92.93","92.93","","-38.63","88.61","0.85","0.97","-0.72","-716,463.91","0.07","0.42","51.17","7.72","88.60","-0.06","2.78","-0.32","10.52","3.29","-745,282,500.00","88.25","117.01","94.99","52.43","36.35","52.43","36.35","-7.78","-37.71","91.90","88.34","84.77","2.12","","65.68","142.02","","82.45","45.20","43.34","-0.02","0.01","-0.03","-6.61","0.99","1.55","31.68","-31.68","25.30","0.31","50.00","-222.27","-69.04","-61.59","-1.00","97.00","83.00","-16,063,297.01","0.23","0.10","-1.75","0.21","53.88","72.56","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.88","90.99","-542,842,300.00","114.17","110.42","97.57","92.93","88.28","0.78","89.87","92.93","108.62","92.93","42.75","0.09","88.56","24.53","0.12","-1.75","-1.93","0.17","85.57","-0.07","0.06","89.16","88.25","113,996.17","-499,873.47","613,869.64","102.32","88.86","75.41","43.15","88.56","93.66","95.75","94.27","95.78","25.60","91.55","2.78","92.86","88.44","84.01","88.82","88.67","88.71","88.86","89.08","89.45","91.28","91.83","92.36","92.89","93.41","94.44","0.68","2.31","-1.47","-1.00","91.55","85.57","0.28","-2.49","284,842.66","-0.54","-0.63","-0.66","14.23","99.80","92.69","85.57","0.64","-2.67","","","-6.62","-50.89","67.53","","12.42","1.11","3.23","-0.04","-5.49","-5.50","10.81","94.72","89.87","85.01","43.55","1.15","0.09","-4.73","2.73","95.06","97.29","81.19","-21.43","64.29","85.71","92.77","90.47","89.00","23.99","30.84","13.34","-6,324.88","-53.20"
"2023-01-10T23:00:00.000Z","92.26","3.38","3.19","25,998,800","53.17","94.49","89.80","85.11","-50.18","92.84","92.84","92.84","","-2.76","88.79","0.94","0.86","18.30","-422,531.86","0.07","0.45","53.16","7.08","88.76","-0.01","3.21","-0.30","48.89","12.41","-719,283,700.00","89.31","424.72","94.99","70.87","52.34","70.87","52.34","24.22","-26.45","92.65","89.05","85.44","2.78","","79.89","137.01","","91.23","53.17","46.52","0.02","0","0.02","-5.18","2.07","0.28","44.74","-44.74","58.59","0.35","50.00","-217.20","-64.54","-63.06","-1.00","97.00","89.00","-15,183,461.85","0.23","2.93","-1.37","1.24","55.70","72.40","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.90","85.57","-516,843,500.00","114.17","110.48","97.48","92.84","88.20","3.47","89.80","92.84","108.38","92.84","50.95","2.63","88.71","24.59","0.10","-1.37","-1.81","0.45","85.57","0.07","0.04","88.34","89.31","804,153.96","-313,583.84","1,117,737.80","103.20","89.48","75.77","46.87","89.01","93.66","95.75","94.27","94.59","27.64","91.55","2.71","92.98","88.55","84.12","90.54","89.86","89.50","89.48","89.57","89.80","91.35","91.85","92.36","92.86","93.36","94.37","0.68","2.07","-1.75","0","91.55","85.57","2.82","0.11","11,460,791.87","-0.08","-0.54","2.23","14.23","99.80","92.69","85.57","3.83","-0.33","","","-3.94","60.91","63.76","","47.93","3.20","4.62","-0.04","-5.47","-5.49","10.45","94.49","89.80","85.11","76.20","1.28","0.11","-4.24","2.77","95.06","100.62","83.90","21.43","100.00","78.57","92.42","90.35","88.60","29.68","28.29","12.56","-5,900.16","-50.18"
"2023-01-11T23:00:00.000Z","91.91","-0.38","-0.58","22,754,200","52.22","93.53","89.60","85.68","-50.89","92.79","92.79","92.79","","-10.07","88.91","0.94","0.88","11.89","-446,256.53","0.07","0.42","55.62","6.50","88.88","0","2.05","-0.28","64.69","22.87","-696,529,500.00","90.29","-2.92","94.99","82.85","68.72","82.85","68.72","46.79","-13.13","93.62","90.07","86.53","3.13","","77.85","128.74","","95.61","52.22","43.79","0.08","0.01","0.07","-4.43","1.40","0.59","69.16","-69.16","42.02","0.11","45.00","-211.74","-59.88","-63.60","-1.00","97.00","89.00","-15,269,782.42","0.23","1.84","-1.08","1.10","55.70","72.25","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.89","85.71","-539,597,700.00","113.74","110.54","97.43","92.79","88.15","2.94","89.60","92.79","108.13","92.79","51.42","1.66","88.83","24.55","0.09","-1.08","-1.67","0.59","85.57","0.20","0.27","87.47","90.29","1,360,465.88","-74,433.88","1,434,899.75","103.29","89.92","76.55","50.14","89.10","92.89","95.75","94.27","92.05","25.70","92.45","2.05","93.25","88.81","84.37","91.22","90.55","90.04","89.92","89.93","90.06","91.38","91.86","92.33","92.82","93.31","94.29","0.73","2.10","-1.16","0","91.55","85.57","2.66","0.61","8,685,830.85","0.45","-0.08","1.84","14.23","99.80","92.69","85.57","3.30","-1.25","","","-1.51","96.34","62.88","","29.72","1.76","3.14","0.04","-5.47","-5.48","8.77","93.53","89.60","85.68","79.35","1.23","0.07","-3.27","2.72","95.06","99.83","83.99","28.57","100.00","71.43","92.08","89.98","88.82","28.53","26.76","11.89","-5,903.08","-50.89"
"2023-01-12T23:00:00.000Z","92.80","0.97","0.77","18,630,700","54.44","92.78","89.48","86.18","-49.02","92.83","92.83","92.83","","-2.43","89.21","1.04","0.85","-21.24","-788,698.86","0.04","0.42","62.35","5.71","89.18","0.03","2.05","-0.25","78.35","33.96","-677,898,800.00","91.17","69.13","94.99","94.91","82.88","94.91","82.88","65.20","1.11","94.49","91.00","87.52","3.66","0.22","84.95","113.57","28,863,899.00","97.81","54.44","47.74","0.13","0.05","0.08","-3.65","1.35","0.82","64.05","-64.05","39.90","0.29","50.00","-207.35","-56.68","-63.47","1.00","97.00","89.00","-15,089,374.29","0.23","5.14","-0.77","1.36","55.70","72.09","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.90","85.98","-520,967,000.00","114.84","110.60","97.47","92.83","88.19","3.43","89.48","92.83","107.88","92.83","58.55","4.54","89.11","24.53","0.11","-0.77","-1.49","0.72","85.57","0.29","0.40","87.15","91.17","1,775,118.42","189,787.88","1,585,330.54","103.50","90.45","77.39","53.05","89.28","92.69","95.75","94.27","91.80","23.01","92.62","2.05","93.68","89.22","84.76","92.01","91.30","90.65","90.45","90.37","90.41","91.47","91.91","92.36","92.82","93.29","94.24","0.74","2.33","-0.93","0","91.55","85.57","2.62","0.57","9,813,756.67","0.97","0.45","3.38","11.65","97.22","91.40","85.57","3.92","-1.24","","","1.61","147.69","59.68","-9.28","38.29","1.76","-0.44","0.08","-5.46","-5.47","7.38","92.78","89.48","86.18","100.32","1.25","0.14","-2.10","2.67","95.06","100.37","85.23","35.71","100.00","64.29","91.94","89.61","88.68","27.92","25.29","11.39","-5,833.96","-49.02"
"2023-01-16T23:00:00.000Z","92.16","-0.69","-0.89","22,935,800","52.55","92.95","89.53","86.10","-49.83","92.93","92.93","92.93","","-11.07","89.40","1.02","0.88","28.74","-704,579.33","0.04","0.38","65.60","5.33","89.38","0.04","2.13","-0.22","95.30","46.23","-700,834,600.00","91.98","-50.60","94.99","92.14","89.97","92.14","89.97","72.79","14.14","95.11","91.67","88.23","3.94","","86.28","104.65","","98.90","52.55","44.21","0.14","0.10","0.04","-3.36","1.24","1.04","55.88","-55.88","17.09","0.50","50.00","-202.44","-52.66","-62.68","-1.00","97.00","89.00","-15,247,552.06","0.23","2.62","-0.57","1.07","55.32","71.93","92.56","98.76","82.54","108.78","76.34","114.98","66.32","0.90","86.40","-543,902,800.00","114.84","110.66","97.58","92.93","88.29","2.31","89.53","92.93","107.62","92.93","51.60","2.35","89.33","24.54","0.09","-0.57","-1.31","0.73","85.57","0.39","0.62","86.58","91.98","1,257,780.33","342,358.23","915,422.10","103.57","90.76","77.94","56.84","89.28","92.69","95.75","94.27","91.07","23.43","92.98","2.13","94.25","89.76","85.27","92.09","91.58","90.99","90.76","90.64","90.62","91.52","91.92","92.35","92.79","93.24","94.18","0.76","2.13","-0.46","0","91.55","85.57","2.35","0.22","6,314,806.00","1.46","0.97","2.55","8.46","94.03","89.80","85.57","3.01","-2.78","","","3.14","133.87","59.31","","23.88","0.20","-1.62","0.13","-5.45","-5.46","7.65","92.95","89.53","86.10","88.44","1.16","0.06","-1.47","2.63","95.06","99.49","84.83","35.71","92.86","57.14","91.75","89.62","89.16","26.31","24.08","10.90","-5,884.56","-49.83"
